Site ID,Date,On Road,Direction,Ref Road,Travel,ADT 2020,AM Hour,AM Volume,PM Hour,PM Volume,2019,2018,2017,2016,,,,,,,,
3285,10/19/2020,331st Ave,N,Baseline Rd,B,677,7:15 AM,44,5:45 PM,54,671,1053,1043,552,,,,,,,,
3286,10/19/2020,331st Ave,S,Baseline Rd,B,1649,5:30 AM,170,2:45 PM,141,1619,1697,1539,1624,,,,,,,,
3288,10/20/2020,331st Ave,N,Broadway Rd,B,165,10:45 AM,32,5:15 PM,15,110,102,110,139,,,,,,,,
3916,10/19/2020,331st Ave,N,Dobbins Rd,B,1360,5:30 AM,124,2:30 PM,122,1117,1221,1065,1034,,,,,,,,
4711,10/20/2020,331st Ave,N,Lower Buckeye Rd,B,111,7:15 AM,15,5:45 PM,11,66,74,96,66,,,,,,,,
7262,9/21/2020,331st Ave,S,Old US 80,B,77,6:15 AM,9,5:30 PM,10,21,55,106,67,,,,,,,,
3365,10/19/2020,339th Ave,S,Broadway Rd,B,1077,5:00 AM,72,5:15 PM,97,1133,945,1147,1150,,,,,,,,
3362,10/21/2020,339th Ave,N,Buckeye Rd,B,3695,6:30 AM,237,4:30 PM,301,3420,3179,2728,3058,,,,,,,,
3283,7/15/2020,339th Ave,S ,Indian School Rd,B ,714,10:00 AM,91,12:15 PM,58,1221,790,1075,967,,,,,,,,
3363,10/20/2020,339th Ave,N,Lower Buckeye Rd,B,1857,10:45 AM,145,5:00 PM,233,2638,2164,2208,2470,,,,,,,,
3918,10/19/2020,339th Ave,N,Salome Hwy,B,952,5:00 AM,64,3:15 PM,87,958,907,1062,999,,,,,,,,
3369,10/21/2020,339th Ave,N,Van Buren St,B,4799,6:45 AM,282,4:00 PM,392,4501,4171,3793,4100,,,,,,,,
3368,10/28/2020,351st Ave,S,Salome Hwy,B,726,7:00 AM,76,3:15 PM,72,782,600,675,1393,,,,,,,,
7288,10/28/2020,355th Ave,N,Broadway Rd,B,681,7:15 AM,60,5:15 PM,79,703,590,607,361,,,,,,,,
7289,10/26/2020,355th Ave,N,Buckeye Rd,B,517,7:00 AM,85,3:15 PM,36,725,461,471,382,,,,,,,,
3910,10/28/2020,355th Ave,S,Dobbins Rd,B,904,7:15 AM,113,3:15 PM,105,829,862,651,625,,,,,,,,
3357,7/20/2020,355th Ave,N ,I 10,B ,196,11:15 AM,19,4:45 PM,20,160,173,212,192,,,,,,,,
3352,7/20/2020,355th Ave,N ,Indian School Rd,B ,608,11:00 AM,59,12:45 PM,47,508,467,506,591,,,,,,,,
3361,10/27/2020,355th Ave,N,Lower Buckeye Rd,B,815,7:45 AM,63,4:15 PM,101,317,624,670,586,,,,,,,,
3297,10/28/2020,355th Ave,N,Narramore Rd,B,742,5:15 AM,80,2:15 PM,79,431,C,335,402,,,,,,,,
3437,10/28/2020,355th Ave,N,Salome Hwy,B,655,5:00 AM,53,5:15 PM,65,174,616,582,1084,,,,,,,,
3358,10/26/2020,355th Ave,N,Van Buren St,B,282,7:30 AM,29,3:30 PM,28,477,392,411,302,,,,,,,,
4712,10/26/2020,363rd Ave,S,Van Buren St,B,168,7:15 AM,16,6:45 PM,22,11,118,167,134,,,,,,,,
3926,11/9/2020,379TH AVE,S,I-10,B,4421,5:00 AM,595,5:30 PM,451,4394,4082,4854,3609,,,,,,,,
3435,11/16/2020,379TH AVE,N,SALOME HWY,B,4294,5:00 AM,571,4:30 PM,450,4170,4811,4855,3624,,,,,,,,
3434,11/16/2020,379TH AVE,S,SALOME HWY,B,4863,5:15 AM,742,4:45 PM,586,4951,5608,5782,4332,,,,,,,,
3922,11/9/2020,379TH AVE,S,VAN BUREN ST,B,1430,5:00 AM,260,4:30 PM,157,3981,3727,4759,3481,,,,,,,,
3902,11/9/2020,383RD AVE,N,ELLIOT RD,B,648,5:30 AM,87,5:15 PM,53,948,593,570,801,,,,,,,,
4510,7/22/2020,387th Ave,N,Glendale Ave,B,655,9:15 AM,59,5:15 PM,57,597,798,653,476,,,,,,,,
3353,7/22/2020,387th Ave,N ,Indian School Rd,B ,916,5:30 AM,57,3:00 PM,76,1285,942,1081,861,,,,,,,,
7293,11/16/2020,395th Ave,S,I 10,B,178,7:30 AM,19,3:45 PM,28,239,132,219,165,,,,,,,,
3906,11/16/2020,395th Ave,N,Salome Hwy,B,153,10:00 AM,18,5:15 PM,17,277,132,215,120,,,,,,,,
4511,7/22/2020,411th Ave,S ,Bethany Home Rd,B ,182,5:30 AM,12,6:00 PM,18,192,202,277,231,,,,,,,,
3351,7/22/2020,411th Ave,N,Indian School Rd,B,379,9:45 AM,30,1:00 PM,36,355,394,533,352,,,,,,,,
3349,11/23/2020,411th Ave,S,Indian School Rd,B,1415,10:45 AM,117,1:15 PM,111,1315,1358,1330,1316,,,,,,,,
3904,11/23/2020,411th Ave,N,Salome Hwy,B,395,10:30 AM,44,3:45 PM,39,1164,1055,661,1194,,,,,,,,
7298,12/2/2020,477th Ave,N,Dobbins Rd,B,5,9:45 AM,1,12:15 PM,1,18,9,14,25,,,,,,,,
4713,11/30/2020,491st Ave,S,Camelback Rd,B,43,6:00 AM,5,1:15 PM,11,37,42,58,95,,,,,,,,
3343,11/30/2020,491st Ave,N,Courthouse Rd,B,151,6:30 AM,22,1:15 PM,17,192,212,366,250,,,,,,,,
3470,12/2/2020,539th Ave,N,Baseline Rd,B,18,10:00 AM,3,2:00 PM,4,22,11,10,19,,,,,,,,
3469,12/2/2020,539TH AVE,S,DOBBINS RD,B,39,6:15 AM,5,5:15 PM,9,50,57,68,66,,,,,,,,
3424,10/7/2020,555th Ave,N,Hyder Rd,B,37,6:30 AM,6,2:30 PM,5,43,28,45,71,,,,,,,,
7274,10/7/2020,555th Ave,S,Lahman Rd,B,34,10:15 AM,7,12:15 PM,3,32,12,14,7,,,,,,,,
7270,10/7/2020,571st Ave,N,Butterfield Stage Rd,B,95,8:45 AM,17,4:15 PM,13,44,49,90,12,,,,,,,,
7271,10/7/2020,571st Ave,S,Highline Rd,B,34,8:00 AM,4,3:00 PM,7,28,33,41,7,,,,,,,,
3422,10/5/2020,571st Ave,N,Hyder Rd,B,179,10:15 AM,29,3:45 PM,13,100,151,174,168,,,,,,,,
3425,10/5/2020,571st Ave,S,Hyder Rd,B,197,10:15 AM,31,1:30 PM,20,232,161,217,188,,,,,,,,
7267,10/5/2020,579th Ave,N,Butterfield Stage Rd,B,258,6:00 AM,37,12:30 PM,28,171,161,94,12,,,,,,,,
3423,10/5/2020,579th Ave,S,Lahman Rd,B,29,6:45 AM,5,2:30 PM,7,75,13,71,11,,,,,,,,
7068,5/13/2020,Adobe Rd,E,Higley Rd,B,1678,11:15 AM,127,4:15 PM,153,C,C,2562,1770,,,,,,,,
7073,5/13/2020,Adobe Rd,W,Power Rd,B,1032,11:15 AM,88,1:30 PM,81,1601,1428,1655,1355,,,,,,,,
7263,9/21/2020,Agua Caliente Extension Rd,W,Compressor Rd,B,9,4:30 AM,2,1:15 PM,3,8,19,8,36,,,,,,,,
3370,9/21/2020,Agua Caliente Extension Rd,W,Old US 80,B,27,7:45 AM,7,4:15 PM,4,47,17,27,72,,,,,,,,
3427,10/5/2020,AGUA CALIENTE RD,N,I 8,B,306,7:45 AM,36,1:45 PM,27,316,175,256,195,,,,,,,,
3428,10/5/2020,AGUA CALIENTE RD,S,I 8,B,35,11:00 AM,11,1:15 PM,9,C,17,56,37,,,,,,,,
7044,2/12/2020,Agua Fria Dr,N,Sunland Dr,B,1242,11:15 AM,135,1:45 PM,126,1144,1723,1542,1233,,,,,,,,
7035,2/3/2020,Agua Fria Dr,N,Thunderbird Blvd,B,1169,8:30 AM,128,4:30 PM,118,1382,1544,1651,1313,,,,,,,,
3463,8/26/2020,Aguila Rd,E ,Eagle Eye Rd,B ,136,11:15 AM,27,1:15 PM,23,58,53,84,26,,,,,,,,
4528,8/26/2020,Aguila Rd,W ,Vulture Mine Rd,B ,144,10:15 AM,24,3:00 PM,16,237,209,252,43,,,,,,,,
3254,12/7/2020,Airport Rd,N,Narramore Rd,B,1266,10:30 AM,100,4:45 PM,113,1271,956,873,1095,,,,,,,,
7030,1/21/2020,Alabama Ave,E,99th Ave,B,1316,10:15 AM,155,12:45 PM,130,1524,1094,1521,1813,,,,,,,,
3031,1/21/2020,Alabama Ave,E,101st Ave,E,1342,10:30 AM,136,3:45 PM,133,1812,1307,1264,1243,,,,,,,,
3030,1/21/2020,Alabama Ave,E ,101st Ave,W ,1359,10:45 AM,134,1:00 PM,129,1373,1154,1209,1314,,,,,,,,
4161,1/21/2020,Alabama Ave,W,105th Ave,E,1255,11:15 AM,127,1:00 PM,125,1379,1210,1264,999,,,,,,,,
4162,1/21/2020,Alabama Ave,W ,105th Ave,W ,1483,11:15 AM,136,3:15 PM,145,1589,1495,1764,1630,,,,,,,,
2971,1/21/2020,Alabama Ave,E,111th Ave,E,703,11:15 AM,61,2:30 PM,62,929,1045,769,718,,,,,,,,
2970,1/21/2020,Alabama Ave,E ,111th Ave,W ,873,8:15 AM,72,3:30 PM,96,964,922,919,1134,,,,,,,,
2968,1/21/2020,Alabama Ave,E,Saint Annes Dr,E,1147,11:00 AM,84,4:15 PM,125,1193,1194,1002,1293,,,,,,,,
2969,1/21/2020,Alabama Ave,E ,Saint Annes Dr,W ,999,11:15 AM,86,2:15 PM,84,1303,1300,2041,1129,,,,,,,,
4149,3/23/2020,Aleppo Dr,S ,Meeker Blvd,B ,1755,11:15 AM,206,1:45 PM,185,2764,3613,3344,2164,,,,,,,,
4093,3/18/2020,Aleppo Dr,S ,R H Johnson Blvd,B ,1626,9:30 AM,192,12:15 PM,174,2814,2997,3220,2438,,,,,,,,
7181,3/23/2020,Aleppo Dr,E,Spanish Garden Dr,B,952,10:45 AM,111,12:45 PM,105,1658,1661,1555,1421,,,,,,,,
7182,3/23/2020,Aleppo Dr,W,Spanish Garden Dr,B,1637,10:45 AM,182,2:00 PM,166,2629,3573,2753,3018,,,,,,,,
3589,1/8/2020,Alma School Rd,N ,Hunt Hwy,B ,3114,7:15 AM,248,3:45 PM,313,60,2514,2514,2214,,,,,,,,
3634,1/29/2020,Alma School Rd,N ,McKellips Rd,B ,9885,7:30 AM,1269,5:00 PM,1132,C,4788,8870,9346,,,,,,,,
3632,1/27/2020,Alma School Rd,N,McLellan Rd,B,11894,7:00 AM,1177,4:45 PM,857,28394,29303,26769,23622,,,,,,,,
8293,1/27/2020,Alma School Rd,N,McLellan Rd,N,B,7:00 AM,1177,4:45 PM,857,,,,,,,,,,,,
8294,1/27/2020,Alma School Rd,N,McLellan Rd,S,15271,7:45 AM,998,5:00 PM,1766,,,,,,,,,,,,
3587,1/15/2020,Alma School Rd,N ,Riggs Rd,B ,17935,11:15 AM,1412,3:15 PM,1564,18093,14773,17135,15950,,,,,,,,
5001,1/15/2020,Alma School Rd,S,Riggs Rd,B,10938,11:15 AM,974,12:15 PM,935,10209,9960,10915,10314,,,,,,,,
4069,1/27/2020,Alma School Rd,N ,SR 202 Red Mountain   (Negative Roadway),B ,8538,7:30 AM,1408,5:00 PM,861,2079,10014,12230,12136,,,,,,,,
2860,6/9/2020,Alsup Ave,N ,Camelback Rd,B ,484,10:30 AM,56,12:45 PM,40,230,255,170,178,,,,,,,,
2839,6/9/2020,Alsup Ave,N ,Glendale Ave,B ,526,7:15 AM,38,1:30 PM,44,492,527,589,567,,,,,,,,
4384,10/7/2020,Anthem Wy,E,Daisy Mountain Dr,E,3239,8:15 AM,256,2:45 PM,349,3634,2929,3621,3535,,,,,,,,
4385,10/7/2020,Anthem Wy,E ,Daisy Mountain Dr,W ,2681,8:15 AM,224,3:15 PM,240,3398,2543,3061,2998,,,,,,,,
4386,10/7/2020,Anthem Wy,W,Daisy Mountain Dr,E,3557,8:00 AM,269,3:15 PM,332,3795,3680,4523,3478,,,,,,,,
4387,10/7/2020,Anthem Wy,W ,Daisy Mountain Dr,W ,3679,8:15 AM,312,3:15 PM,346,4060,3950,3764,3638,,,,,,,,
4382,10/26/2020,Anthem Wy,E,Gavilan Peak Pkwy,E,6362,8:00 AM,482,3:00 PM,676,7202,5907,6899,6526,,,,,,,,
4383,10/26/2020,Anthem Wy,E ,Gavilan Peak Pkwy,W ,6025,8:15 AM,515,3:15 PM,620,6680,8600,7876,6124,,,,,,,,
7114,10/26/2020,Anthem Wy,W,Gavilan Peak Pkwy,E,6676,8:00 AM,482,3:00 PM,689,7328,8734,8584,8243,,,,,,,,
7115,10/26/2020,Anthem Wy,W,Gavilan Peak Pkwy,W,8125,11:15 AM,687,3:15 PM,793,8807,6889,9325,11130,,,,,,,,
4680,10/27/2020,Anthem Wy,E,I 17,E,10690,8:00 AM,784,3:00 PM,1094,11609,11090,11029,10656,,,,,,,,
4681,10/27/2020,Anthem Wy,E ,I 17,W ,10464,7:30 AM,827,3:45 PM,907,11303,10416,10632,10400,,,,,,,,
4388,10/7/2020,Anthem Wy,W,Independence Wy,E,4356,8:00 AM,325,4:15 PM,398,4683,4434,4657,4415,,,,,,,,
4389,10/7/2020,Anthem Wy,W ,Independence Wy,W ,4395,8:00 AM,385,3:15 PM,428,4912,3462,6174,4551,,,,,,,,
7549,9/30/2020,Anthem Wy,E,Liberty Bell Wy,E,983,11:00 AM,67,3:30 PM,108,1127,875,1491,1038,,,,,,,,
7550,9/30/2020,Anthem Wy,E,Liberty Bell Wy,W,1225,8:00 AM,99,3:00 PM,120,1363,2284,586,1182,,,,,,,,
7111,,Anthem Wy,W,Liberty Bell Wy,B,*,,,,,*,*,*,*,,,,,,,,
7547,9/30/2020,Anthem Wy,W,Liberty Bell Wy,E,1647,8:00 AM,149,3:00 PM,175,1929,1677,1986,2373,,,,,,,,
7548,9/30/2020,Anthem Wy,W,Liberty Bell Wy,W,1543,8:45 AM,134,3:00 PM,139,1919,1936,1871,1636,,,,,,,,
7117,10/28/2020,Anthem Wy,E,Navigation Wy,E,9425,7:45 AM,737,4:00 PM,809,9524,12481,9325,8691,,,,,,,,
7118,10/28/2020,Anthem Wy,E,Navigation Wy,W,9186,11:15 AM,694,3:15 PM,817,9421,8770,8822,8560,,,,,,,,
3558,7/6/2020,Appleby Rd,E ,Arizona Ave,B ,458,5:30 AM,46,1:00 PM,78,446,372,381,275,,,,,,,,
3872,9/21/2020,ARLINGTON CANAL RD,E,ARLINGTON SCHOOL RD,B,83,9:00 AM,8,5:15 PM,13,118,56,221,108,,,,,,,,
3253,12/9/2020,Arlington Rd,E,Airport Rd,B,148,10:15 AM,9,5:00 PM,21,144,134,156,116,,,,,,,,
7165,12/9/2020,Arlington Rd,E,Rainbow Valley Rd,B,846,11:15 AM,54,4:15 PM,86,941,462,758,697,,,,,,,,
7164,12/9/2020,Arlington Rd,W,Rainbow Valley Rd,B,613,11:15 AM,44,5:00 PM,80,653,755,710,608,,,,,,,,
7163,12/9/2020,Arlington Rd,E,Tuthill Rd,B,733,7:45 AM,59,5:00 PM,89,652,737,481,754,,,,,,,,
7162,12/9/2020,Arlington Rd,W,Tuthill Rd,B,454,11:15 AM,29,4:45 PM,55,562,394,312,302,,,,,,,,
3295,9/23/2020,Arlington School Rd,N,Old US 80,B,483,5:15 AM,48,2:30 PM,47,524,361,408,584,,,,,,,,
3294,9/21/2020,Arlington School Rd,S,Old US 80,B,124,11:00 AM,14,4:15 PM,14,139,97,316,167,,,,,,,,
4119,4/7/2020,Aurora Dr,N ,Meeker Blvd,B ,1406,10:30 AM,146,3:00 PM,146,2618,2054,2940,2705,,,,,,,,
4120,4/7/2020,Aurora Dr,N ,Stardust Blvd,B ,1026,10:30 AM,109,12:30 PM,104,1832,2398,2069,2234,,,,,,,,
4125,4/7/2020,Aurora Dr,S ,Stardust Blvd,B ,1132,10:00 AM,118,2:15 PM,114,2057,2104,1583,2023,,,,,,,,
3196,,Avondale Blvd,S,Broadway Rd,B,C,,,,,C,1896,2057,2934,,,,,,,,
7158,11/18/2020,Avondale Blvd,S,Lower Buckeye Rd,B,5927,7:30 AM,336,5:00 PM,585,7516,7626,6415,6430,,,,,,,,
3142,11/18/2020,Avondale Blvd,S,Southern Ave,B,2322,7:30 AM,152,4:00 PM,224,2282,2623,2263,1577,,,,,,,,
7190,4/7/2020,Ballad Dr,E,135th Ave,B,730,10:15 AM,98,12:45 PM,93,808,216,1067,840,,,,,,,,
7198,4/8/2020,Ballad Dr,E,Stardust Blvd,B,293,11:00 AM,34,12:45 PM,39,656,492,702,531,,,,,,,,
3701,8/10/2020,Bartlett Dam Rd,E,Cave Creek Rd,B,742,11:00 AM,64,1:30 PM,69,634,477,367,606,,,,,,,,
3699,8/10/2020,Bartlett Dam Rd,E ,Horseshoe Dam Rd,B ,595,11:15 AM,55,4:15 PM,54,391,330,227,420,,,,,,,,
7151,8/10/2020,Bartlett Dam Rd,W,North Lake Rd,B,594,11:00 AM,57,2:00 PM,50,386,308,236,371,,,,,,,,
3766,11/16/2020,Baseline Rd,E,67th Ave,B,16322,7:15 AM,1098,3:45 PM,1455,21734,21017,C,14069,,,,,,,,
3768,11/16/2020,Baseline Rd,W,67th Ave,B,10890,7:15 AM,667,5:00 PM,1059,13228,13140,11267,11181,,,,,,,,
4002,11/16/2020,Baseline Rd,W,83rd Ave,B,4814,6:45 AM,308,4:00 PM,629,12380,9250,C,7072,,,,,,,,
3770,11/16/2020,Baseline Rd,E,91st Ave,B,4849,6:45 AM,313,3:45 PM,621,12095,9748,8651,8893,,,,,,,,
3772,11/16/2020,Baseline Rd,W,91st Ave,B,283,8:45 AM,21,12:15 PM,30,444,535,C,384,,,,,,,,
3287,10/19/2020,Baseline Rd,E,331st Ave,B,4372,5:30 AM,358,4:30 PM,409,4034,3694,3812,3641,,,,,,,,
3335,12/2/2020,Baseline Rd,E,523rd Ave,B,203,11:15 AM,22,1:45 PM,23,242,258,168,227,,,,,,,,
3336,12/2/2020,Baseline Rd,W,535th Ave,B,132,11:15 AM,16,1:45 PM,19,122,122,151,107,,,,,,,,
3170,12/14/2020,Baseline Rd,E,Apache Rd,B,6778,11:15 AM,469,3:30 PM,660,8931,10753,8182,9277,,,,,,,,
3471,12/2/2020,Baseline Rd,E,Harquahala Valley Rd,B,280,7:15 AM,21,2:15 PM,50,60,66,10,147,,,,,,,,
3222,9/14/2020,Baseline Rd,E,Johnson Rd,B,3810,5:30 AM,287,3:45 PM,326,3748,3503,3580,3849,,,,,,,,
3221,9/14/2020,Baseline Rd,W,Johnson Rd,B,3643,5:30 AM,293,3:45 PM,303,3915,3410,3362,3734,,,,,,,,
7064,2/18/2020,Baseline Rd,W,Meridian Rd,B,12169,11:15 AM,798,3:45 PM,1317,10993,8657,7265,7270,,,,,,,,
7171,12/14/2020,Baseline Rd,W,Miller Rd,B,3286,11:00 AM,217,4:30 PM,331,4004,3660,3511,3594,,,,,,,,
3277,,Baseline Rd,E,Palo Verde Rd,B,C,,,,,4716,4305,4031,4459,,,,,,,,
3171,12/14/2020,Baseline Rd,E,Rail Rd,B,1588,11:15 AM,106,4:15 PM,208,3579,3752,4220,3460,,,,,,,,
7279,10/19/2020,Baseline Rd,E,Salome Hwy,B,2301,5:15 AM,192,5:15 PM,252,2182,1966,2089,1808,,,,,,,,
7172,12/14/2020,Baseline Rd,E,SR 85,B,2752,10:45 AM,196,4:15 PM,255,1267,2697,3374,2937,,,,,,,,
3271,8/31/2020,Baseline Rd,W,SR 85,B,4836,4:45 AM,354,3:15 PM,346,4961,4224,4890,6117,,,,,,,,
7256,9/1/2020,Baseline Rd,E,Turner Rd,B,4481,6:45 AM,334,4:30 PM,353,4659,4373,4500,4350,,,,,,,,
7255,,Baseline Rd,E,Wilson Ave,B,C,,,,,4871,4384,4402,4361,,,,,,,,
4236,7/6/2020,Basha Rd,S ,Ocotillo Rd,B ,1500,7:45 AM,119,4:15 PM,114,1892,1829,1974,1492,,,,,,,,
3119,4/8/2020,Beardsley Rd,E ,128th Ave,B ,2620,11:15 AM,268,12:45 PM,238,3893,5861,5681,3380,,,,,,,,
3120,4/8/2020,Beardsley Rd,E ,Camino Del Sol,B ,2146,11:00 AM,240,12:15 PM,219,5034,3402,4193,3893,,,,,,,,
4902,,Bell Rd,E,99th Ave,E,NC,,,,,NC,NC,25382,21636,,,,,,,,
4903,,Bell Rd,E,99th Ave,W,NC,,,,,NC,NC,26726,22614,,,,,,,,
4904,,Bell Rd,W,Boswell Blvd,E,NC,,,,,NC,NC,27030,26201,,,,,,,,
4905,,Bell Rd,W,Boswell Blvd,W,NC,,,,,NC,NC,25674,25311,,,,,,,,
4906,,Bell Rd,W,Del Webb Blvd,E,NC,,,,,NC,NC,27627,27659,,,,,,,,
4907,,Bell Rd,W,Del Webb Blvd,W,NC,,,,,NC,NC,27009,26756,,,,,,,,
4900,,Bell Rd,W,Lindgren Ave,E,NC,,,,,NC,NC,24631,24230,,,,,,,,
4901,,Bell Rd,W,Lindgren Ave,W,NC,,,,,NC,NC,24942,24949,,,,,,,,
3263,,Beloat Rd,E,Rainbow Rd,B,C,,,,,4184,3540,3831,2846,,,,,,,,
3822,12/9/2020,Beloat Rd,W,Tuthill Rd,B,3549,11:15 AM,208,3:45 PM,352,4497,3716,993,3314,,,,,,,,
3261,12/9/2020,Beloat Rd,E,Verrado Wy,B,3620,6:45 AM,213,3:45 PM,372,4540,3816,3790,3173,,,,,,,,
7161,12/7/2020,Beloat Rd,W,Watson Rd,B,2771,11:15 AM,199,3:30 PM,254,2964,2343,2723,2127,,,,,,,,
3762,11/16/2020,Beltline Rd,E,Santa Cruz Rd,B,3817,6:45 AM,280,3:45 PM,344,10638,9858,11318,9433,,,,,,,,
2895,6/17/2020,Bethany Home Rd,E ,Citrus Rd,B ,3748,11:00 AM,392,12:45 PM,405,3341,1506,2172,1564,,,,,,,,
3154,5/13/2020,Bethany Home Rd,W ,El Mirage Rd,B ,3036,6:30 AM,239,4:45 PM,255,2670,3214,2143,2153,,,,,,,,
7204,,Bethany Home Rd,E,Sarival Ave,B,C,,,,,309,294,451,275,,,,,,,,
7105,9/21/2020,Black Canyon Hwy I 17   (Right Frontage Road),N,Circle Mountain Rd,B,1871,10:45 AM,139,3:30 PM,168,2270,2275,2202,2094,,,,,,,,
7104,9/21/2020,Black Canyon Hwy I 17   (Right Frontage Road),N,New River Rd,B,5853,8:45 AM,394,3:30 PM,478,2985,904,1086,979,,,,,,,,
4362,9/21/2020,Black Canyon Hwy I 17   (Right Frontage Road),S,New River Rd,B,2454,11:00 AM,189,12:45 PM,214,2630,2109,3602,2361,,,,,,,,
4960,9/21/2020,Black Canyon Hwy I 17   (Right Frontage Road),N,Sunset Dr,B,402,10:30 AM,45,4:30 PM,40,871,276,214,547,,,,,,,,
4084,2/3/2020,Boswell Blvd,E ,99th Ave,B ,1997,9:15 AM,203,12:15 PM,204,2238,2170,1998,4719,,,,,,,,
4085,2/3/2020,Boswell Blvd,W ,99th Ave,B ,3377,11:15 AM,348,12:15 PM,364,2953,3803,3342,3097,,,,,,,,
3089,2/3/2020,Boswell Blvd,E ,103rd Ave,B ,2578,11:15 AM,285,12:15 PM,271,2899,4292,2674,1189,,,,,,,,
7050,2/24/2020,Boswell Blvd,E,107th Ave,B,1576,11:00 AM,159,12:30 PM,176,1866,1795,3307,1779,,,,,,,,
3069,2/24/2020,Boswell Blvd,W ,107th Ave,B ,1105,9:15 AM,105,3:00 PM,101,946,1499,1178,1161,,,,,,,,
3082,2/18/2020,Boswell Blvd,N ,Bell Rd,B ,4479,11:00 AM,481,1:00 PM,425,4532,4551,5338,4593,,,,,,,,
3084,2/18/2020,Boswell Blvd,S ,Bell Rd,B ,5622,11:15 AM,602,1:30 PM,603,5869,5176,5643,5656,,,,,,,,
4183,2/12/2020,Boswell Blvd,N ,Burns Dr,B ,4533,11:00 AM,448,1:30 PM,439,4419,6311,4461,6000,,,,,,,,
4185,2/12/2020,Boswell Blvd,S ,Burns Dr,B ,4881,11:00 AM,471,1:15 PM,469,4726,5486,4607,4676,,,,,,,,
3078,2/24/2020,Boswell Blvd,N ,Del Webb Blvd,B ,2655,11:15 AM,297,12:30 PM,287,2369,2672,4090,3873,,,,,,,,
3083,2/12/2020,Boswell Blvd,N ,Hutton Dr,B ,4524,11:00 AM,442,1:30 PM,452,4565,4031,4424,4450,,,,,,,,
3085,2/11/2020,Boswell Blvd,N ,Kingswood Cir,B ,3439,9:45 AM,351,12:15 PM,344,4020,4231,3886,4165,,,,,,,,
3081,2/24/2020,Boswell Blvd,N ,Palmeras Dr,B ,2766,11:00 AM,256,12:15 PM,309,2122,3430,3925,2993,,,,,,,,
4191,2/12/2020,Boswell Blvd,N,Thunderbird Blvd,B,2968,11:15 AM,288,12:15 PM,279,2851,3113,3171,4697,,,,,,,,
4180,2/5/2020,Bowling Green Dr,N ,Greenway Rd,B ,2031,11:15 AM,230,1:45 PM,189,1848,2248,1536,1715,,,,,,,,
4784,,Box Bar Rd,E,Needlerock Rd,B,C,,,,,232,291,374,202,,,,,,,,
3321,11/3/2020,Broadway Rd,E,35th Ave,B,21015,7:00 AM,1409,4:00 PM,1797,27212,C,16886,C,,,,,,,,
8249,11/3/2020,Broadway Rd,E,35th Ave,E,10745,10:15 AM,552,4:00 PM,1209,,,,,,,,,,,,
8250,11/3/2020,Broadway Rd,E,35th Ave,W,10270,7:15 AM,1031,2:45 PM,697,,,,,,,,,,,,
4732,11/4/2020,Broadway Rd,E,43rd Ave,B,19178,7:30 AM,1447,5:00 PM,1613,24190,C,C,C,,,,,,,,
8253,11/4/2020,Broadway Rd,E,43rd Ave,E,8455,7:15 AM,967,3:15 PM,535,,,,,,,,,,,,
8254,11/4/2020,Broadway Rd,E,43rd Ave,W,10723,7:45 AM,528,5:00 PM,1206,,,,,,,,,,,,
3750,11/4/2020,Broadway Rd,W,51st Ave,B,11625,6:00 AM,849,4:45 PM,887,14347,14750,16525,12909,,,,,,,,
3776,11/17/2020,Broadway Rd,E,67th Ave,B,13631,7:00 AM,1003,4:30 PM,1104,12509,9168,12413,11165,,,,,,,,
3402,,Broadway Rd,E,75th Ave,B,C,,,,,4200,12985,15381,14455,,,,,,,,
3778,11/17/2020,Broadway Rd,E,83rd Ave,B,8532,7:15 AM,582,5:30 PM,754,11385,C,8501,10851,,,,,,,,
3478,11/17/2020,Broadway Rd,E,91st Ave,B,9232,7:15 AM,616,4:15 PM,823,9901,7064,8344,8860,,,,,,,,
3364,10/20/2020,Broadway Rd,W,339th Ave,B,501,7:30 AM,37,5:00 PM,70,498,409,631,488,,,,,,,,
7285,10/28/2020,Broadway Rd,E,355th Ave,B,351,7:45 AM,25,5:15 PM,51,320,288,244,242,,,,,,,,
3195,11/18/2020,Broadway Rd,E,Avondale Blvd,B,3172,7:45 AM,175,4:30 PM,387,5071,4317,4410,4274,,,,,,,,
2866,,Broadway Rd,E,Bullard Ave,B,C,,,,,C,304,448,370,,,,,,,,
3662,,Broadway Rd,E ,Ellsworth Rd,B ,C,,,,,NC,17036,18167,17133,,,,,,,,
4272,2/24/2020,Broadway Rd,W ,Ellsworth Rd,B ,23452,7:30 AM,1643,3:45 PM,1972,C,17058,18086,18289,,,,,,,,
3244,9/8/2020,Broadway Rd,E,Johnson Rd,B,41,7:45 AM,10,3:15 PM,4,56,65,67,34,,,,,,,,
7067,3/9/2020,Broadway Rd,W,Meridian Rd,B,11136,11:15 AM,776,4:45 PM,1002,10746,7766,8942,7380,,,,,,,,
3180,12/14/2020,Broadway Rd,E,Rainbow Rd,B,2630,7:45 AM,196,4:45 PM,276,2753,1280,2013,2336,,,,,,,,
3664,3/9/2020,Broadway Rd,E ,Signal Butte Rd,B ,12562,11:00 AM,874,3:30 PM,1089,12592,9885,7701,9143,,,,,,,,
3249,12/14/2020,Broadway Rd,E,SR 85,B,1627,11:15 AM,108,2:45 PM,147,1892,1537,1471,1513,,,,,,,,
