Site ID,Date,On Road,Direction,Ref Road,Travel,ADT 2020,AM Hour,AM Volume,PM Hour,PM Volume,2019,2018,2017,2016,,,,,,,,
3188,12/9/2020,Broadway Rd,E,Verrado Wy,B,1997,7:00 AM,112,4:45 PM,237,3046,2068,1641,1646,,,,,,,,
4278,5/13/2020,Brown Rd,E ,96th St,B ,9276,11:15 AM,599,3:15 PM,741,10684,10260,9912,8406,,,,,,,,
3684,5/18/2020,Brown Rd,E ,Crismon Rd,B ,8429,10:00 AM,524,4:00 PM,687,9528,4551,C,7711,,,,,,,,
7074,5/18/2020,Brown Rd,W,Meridian Rd,B,6163,10:00 AM,410,3:00 PM,498,8007,5294,5990,5916,,,,,,,,
4033,5/18/2020,Brown Rd,E ,Signal Butte Rd,B ,6568,10:00 AM,423,3:45 PM,526,6965,7169,7030,5989,,,,,,,,
7264,9/16/2020,Bruner Rd,S,Lower River Rd,B,226,11:00 AM,26,5:00 PM,25,192,221,366,194,,,,,,,,
3216,9/16/2020,Bruner Rd,N,Narramore Rd,B,30,11:15 AM,7,6:00 PM,5,54,62,82,53,,,,,,,,
3245,9/14/2020,Bruner Rd,N,Southern Ave,B,64,9:00 AM,7,2:00 PM,11,55,69,78,65,,,,,,,,
7265,9/28/2020,Buckeye Hills Dr,W,SR 85   (Negative Roadway),B,126,6:15 AM,33,1:30 PM,26,75,93,174,100,,,,,,,,
3920,10/21/2020,Buckeye Rd,W,339th Ave,B,1399,6:30 AM,134,3:00 PM,138,1123,1009,994,887,,,,,,,,
3359,10/26/2020,Buckeye Rd,E,355th Ave,B,1078,6:30 AM,218,4:30 PM,80,1282,797,912,703,,,,,,,,
4706,10/26/2020,Buckeye Rd,W,355th Ave,B,1022,6:30 AM,132,2:30 PM,75,989,695,669,679,,,,,,,,
7290,10/26/2020,Buckeye Rd,W,363rd Ave,B,828,6:30 AM,96,4:30 PM,68,776,677,621,648,,,,,,,,
4715,11/9/2020,BUCKEYE RD,E,379TH AVE,B,627,7:15 AM,60,5:00 PM,53,586,426,676,365,,,,,,,,
3338,11/30/2020,Buckeye Rd,W,Harquahala Valley Rd,B,55,8:00 AM,5,1:00 PM,8,30,62,101,38,,,,,,,,
3928,11/16/2020,Buckeye Rd,E,Salome Hwy,B,174,11:00 AM,21,7:00 PM,14,C,282,149,226,,,,,,,,
3106,2/18/2020,Burns Dr,E ,99th Ave,B ,3199,11:15 AM,341,12:15 PM,292,2958,3522,3255,4018,,,,,,,,
3107,2/18/2020,Burns Dr,W ,99th Ave,B ,2046,11:00 AM,174,12:30 PM,201,2069,2657,1966,1585,,,,,,,,
3104,2/18/2020,Burns Dr,S ,Bell Rd,B ,3539,10:00 AM,283,2:45 PM,345,3391,4808,3440,4316,,,,,,,,
3063,2/12/2020,Burns Dr,E ,Del Webb Blvd,B ,1499,11:15 AM,155,3:00 PM,149,1420,1547,1392,1959,,,,,,,,
7046,2/18/2020,Burns Dr,N,Hutton Dr,B,1949,11:15 AM,215,2:00 PM,190,2069,2010,1920,2486,,,,,,,,
4794,7/28/2020,Bush Hwy,E ,Phon D Sutton Rd,B ,2455,11:15 AM,330,12:15 PM,207,1878,1719,2196,2015,,,,,,,,
4793,7/28/2020,Bush Hwy,W ,Phon D Sutton Rd,B ,2507,11:15 AM,181,8:00 PM,215,1943,1792,1900,2251,,,,,,,,
4791,8/3/2020,Bush Hwy,E,Sheeps Crossing,B,5318,11:00 AM,411,12:15 PM,449,4632,4256,4103,4860,,,,,,,,
3679,8/3/2020,Bush Hwy,S,SR 87,B,2922,11:15 AM,264,12:30 PM,275,2998,2947,3022,3068,,,,,,,,
3678,8/3/2020,Bush Hwy,S,Stewart Mountain Dam Rd,B,4434,11:00 AM,371,12:15 PM,369,3034,2781,3852,4527,,,,,,,,
4286,7/28/2020,Bush Hwy,N,Thomas Rd,B,5036,11:15 AM,453,1:00 PM,379,3884,3012,3052,2491,,,,,,,,
8301,7/28/2020,Bush Hwy,N,Thomas Rd,N,2494,11:15 AM,249,12:15 PM,178,,,,,,,,,,,,
8302,7/28/2020,Bush Hwy,N,Thomas Rd,S,2542,11:15 AM,204,1:00 PM,213,,,,,,,,,,,,
3676,8/3/2020,Bush Hwy,E ,Usery Pass Rd,B ,5425,11:00 AM,410,2:00 PM,452,4367,4362,4437,4498,,,,,,,,
3674,8/3/2020,Bush Hwy,W ,Usery Pass Rd,B ,2135,10:30 AM,147,12:15 PM,175,1947,1523,1792,1897,,,,,,,,
4294,,Butcher Jones Rd,E,Bush Hwy,B,C,,,,,425,463,435,532,,,,,,,,
7273,10/7/2020,Butterfield Stage Rd,W,555th Ave,B,110,11:15 AM,17,1:45 PM,13,71,57,31,36,,,,,,,,
7231,7/28/2020,Calle Lejos,E,91st Ave,B,883,11:15 AM,87,1:45 PM,100,718,722,834,527,,,,,,,,
2863,6/9/2020,Camelback Rd,E,152nd Ave,B,13671,7:15 AM,1133,4:45 PM,1126,14291,13570,14245,9192,,,,,,,,
2901,5/13/2020,Camelback Rd,E,Dysart Rd,B,19258,7:15 AM,1157,3:30 PM,2235,23394,23565,21551,20615,,,,,,,,
8243,5/13/2020,Camelback Rd,E,Dysart Rd,E,9843,7:15 AM,330,2:00 PM,1589,,,,,,,,,,,,
8244,5/13/2020,Camelback Rd,E,Dysart Rd,W,9415,7:00 AM,832,3:30 PM,699,,,,,,,,,,,,
2995,5/11/2020,Camelback Rd,E,El Mirage Rd,B,22662,6:45 AM,1703,4:45 PM,1824,23762,21868,17600,18792,,,,,,,,
4910,5/27/2020,Camelback Rd,E,Litchfield Rd,E,8070,7:15 AM,566,4:45 PM,603,9149,2804,8484,8024,,,,,,,,
4911,5/27/2020,Camelback Rd,E,Litchfield Rd,W,8082,6:45 AM,491,5:15 PM,692,11730,10731,12083,8412,,,,,,,,
4912,5/27/2020,Camelback Rd,W,Litchfield Rd,B,17591,7:15 AM,1438,4:15 PM,1345,18296,13878,16006,13043,,,,,,,,
2859,6/9/2020,Camelback Rd,E ,Sarival Ave,B ,12781,7:00 AM,828,4:00 PM,899,13067,10401,9059,7284,,,,,,,,
7039,2/3/2020,Cameo Dr,E,99th Ave,B,1107,11:00 AM,101,12:15 PM,143,390,521,407,250,,,,,,,,
4175,2/5/2020,Cameo Dr,E ,103rd Ave,B ,1034,11:15 AM,116,12:30 PM,105,1104,854,942,1006,,,,,,,,
4177,2/5/2020,Cameo Dr,W ,103rd Ave,B ,861,11:15 AM,96,12:15 PM,88,858,1308,843,1201,,,,,,,,
7037,2/3/2020,Cameo Dr,E,Boswell Blvd,B,769,11:00 AM,73,12:15 PM,78,692,693,743,986,,,,,,,,
2949,1/29/2020,Cameo Dr,E ,Del Webb Blvd,B ,1401,9:30 AM,160,2:30 PM,133,2129,1651,1258,1377,,,,,,,,
3043,1/29/2020,Cameo Dr,W ,Del Webb Blvd,B ,1256,11:15 AM,126,1:45 PM,130,2565,1497,1553,1518,,,,,,,,
7041,2/5/2020,Cameo Dr,N,Greenway Rd,B,564,11:00 AM,69,2:00 PM,63,656,607,728,755,,,,,,,,
4173,1/29/2020,Cameo Dr,E ,Thunderbird Blvd,B ,243,11:00 AM,22,2:15 PM,37,377,268,304,512,,,,,,,,
7193,4/8/2020,Camino Del Sol,S,Beardsley Rd,B,2401,11:00 AM,282,2:00 PM,253,3675,4938,5204,3691,,,,,,,,
4153,5/12/2020,Camino Del Sol,S ,Meeker Blvd,B ,8518,11:00 AM,934,12:15 PM,932,9413,10385,10777,10512,,,,,,,,
3121,3/23/2020,Camino Del Sol,N ,R H Johnson Blvd,B ,4992,10:45 AM,592,12:15 PM,540,6956,10241,10119,7921,,,,,,,,
3117,3/23/2020,Camino Del Sol,S ,R H Johnson Blvd,B ,7536,10:30 AM,877,1:30 PM,737,11439,11272,10514,11690,,,,,,,,
4772,,Carefree Hwy,E,7th Ave,B,*,,,,,*,*,20423,20051,,,,,,,,
8062,8/25/2020,Carefree Hwy,E,7th Ave,E,10238,7:30 AM,851,3:45 PM,759,11031,11240,---,---,,,,,,,,
8061,8/25/2020,Carefree Hwy,E,7th Ave,W,10182,11:15 AM,684,2:15 PM,845,10643,10555,---,---,,,,,,,,
3711,,Carefree Hwy,E,7th St,B,*,,,,,*,*,16792,16706,,,,,,,,
8056,8/25/2020,Carefree Hwy,E,7th St,E,8174,7:30 AM,717,3:45 PM,549,9430,5734,---,---,,,,,,,,
8055,8/25/2020,Carefree Hwy,E,7th St,W,9330,11:15 AM,627,5:00 PM,836,9092,9249,---,---,,,,,,,,
7084,,Carefree Hwy,W,7th St,B,*,,,,,*,*,22894,19538,,,,,,,,
8058,8/25/2020,Carefree Hwy,W,7th St,E,10221,7:30 AM,863,3:45 PM,767,10984,10092,---,---,,,,,,,,
8057,8/25/2020,Carefree Hwy,W,7th St,W,10166,11:15 AM,686,2:15 PM,816,10733,10025,---,---,,,,,,,,
4770,,Carefree Hwy,E,16th St,B,*,,,,,*,*,14544,15652,,,,,,,,
8052,8/24/2020,Carefree Hwy,E,16th St,E,8291,7:15 AM,889,2:30 PM,508,8377,7046,---,---,,,,,,,,
8051,8/24/2020,Carefree Hwy,E,16th St,W,7831,11:15 AM,578,4:45 PM,752,8839,4474,---,---,,,,,,,,
7083,,Carefree Hwy,W,16th St,B,*,,,,,*,*,14900,16202,,,,,,,,
8054,8/24/2020,Carefree Hwy,W,16th St,E,7776,7:15 AM,800,2:45 PM,494,9088,8924,---,---,,,,,,,,
8053,8/24/2020,Carefree Hwy,W,16th St,W,7848,11:15 AM,589,4:45 PM,725,8530,7699,---,---,,,,,,,,
7081,,Carefree Hwy,E,24th St,B,*,,,,,*,*,15404,21102,,,,,,,,
8048,8/17/2020,Carefree Hwy,E,24th St,E,8818,7:00 AM,862,12:15 PM,549,9403,8668,---,---,,,,,,,,
8047,8/17/2020,Carefree Hwy,E,24th St,W,7737,11:15 AM,529,2:45 PM,734,9136,9200,---,---,,,,,,,,
7082,,Carefree Hwy,W,24th St,B,*,,,,,*,*,13867,16729,,,,,,,,
8050,8/17/2020,Carefree Hwy,W,24th St,E,8410,7:30 AM,820,12:15 PM,540,8851,8178,---,---,,,,,,,,
8049,8/17/2020,Carefree Hwy,W,24th St,W,7846,11:15 AM,555,2:45 PM,754,9415,8187,---,---,,,,,,,,
4011,,Carefree Hwy,E,32nd St,B,*,,,,,*,*,16537,17374,,,,,,,,
8046,8/17/2020,Carefree Hwy,E,32nd St,E,9194,7:15 AM,934,12:15 PM,569,9614,9124,---,---,,,,,,,,
8045,8/17/2020,Carefree Hwy,E,32nd St,W,8417,10:30 AM,568,4:45 PM,812,9378,8699,---,---,,,,,,,,
7142,,Carefree Hwy,E,48th St,B,*,,,,,*,*,16887,16873,,,,,,,,
8044,8/17/2020,Carefree Hwy,E,48th St,E,10313,7:45 AM,963,12:15 PM,683,10062,9798,---,---,,,,,,,,
8043,8/17/2020,Carefree Hwy,E,48th St,W,7779,10:15 AM,510,4:30 PM,736,11226,8791,---,---,,,,,,,,
7141,,Carefree Hwy,W,48th St,B,*,,,,,*,*,17680,18771,,,,,,,,
8042,8/17/2020,Carefree Hwy,W,48th St,E,9411,7:15 AM,948,12:15 PM,588,8106,4579,---,---,,,,,,,,
8041,8/17/2020,Carefree Hwy,W,48th St,W,8830,10:15 AM,601,4:45 PM,858,10631,7851,---,---,,,,,,,,
4338,,Carefree Hwy,W,52nd St,B,*,,,,,*,*,19731,20345,,,,,,,,
8040,8/17/2020,Carefree Hwy,W,52nd St,E,6387,7:30 AM,676,12:15 PM,373,12051,10814,---,---,,,,,,,,
8039,8/17/2020,Carefree Hwy,W,52nd St,W,9980,11:00 AM,696,2:45 PM,963,11426,9237,---,---,,,,,,,,
7085,,Carefree Hwy,E,Central Ave,B,*,,,,,*,*,19779,19833,,,,,,,,
8060,8/25/2020,Carefree Hwy,E,Central Ave,E,10213,7:30 AM,862,3:45 PM,751,11021,10063,---,---,,,,,,,,
8059,8/25/2020,Carefree Hwy,E,Central Ave,W,10247,11:15 AM,721,2:30 PM,822,10699,9973,---,---,,,,,,,,
3236,11/4/2020,Carver Rd,E,43rd Ave,B,2487,7:15 AM,156,5:00 PM,226,2961,2660,2599,2495,,,,,,,,
4730,11/4/2020,Carver Rd,E,51st Ave,B,1872,11:15 AM,120,3:00 PM,181,1799,2239,1911,2449,,,,,,,,
7246,8/18/2020,Castle Creek Dr,E,Castle Hot Springs Rd E,B,359,9:30 AM,39,3:15 PM,36,343,477,395,555,,,,,,,,
3456,8/24/2020,Castle Hot Springs Rd W,N,SR 74,B,447,9:30 AM,66,12:45 PM,35,728,445,379,427,,,,,,,,
3455,8/24/2020,Castle Hot Springs Rd W,S,SR 74,B,351,8:45 AM,39,1:15 PM,36,442,244,280,293,,,,,,,,
4524,8/24/2020,Castle Hot Springs Rd W,N,US 60,B ,405,8:45 AM,45,1:00 PM,31,389,356,342,401,,,,,,,,
7099,9/16/2020,Cavalry Rd,E,16th St,B,661,9:00 AM,45,4:15 PM,75,736,883,788,799,,,,,,,,
7091,9/2/2020,Cave Creek Pkwy,S,Olivine Ave,B,181,6:45 AM,26,3:15 PM,19,138,90,119,165,,,,,,,,
4068,8/10/2020,Cave Creek Rd,N,Blue Wash Rd,B,276,7:00 AM,22,12:45 PM,29,252,184,177,190,,,,,,,,
4336,8/10/2020,Cave Creek Rd,N,Deer Trail Rd,B,802,8:30 AM,79,1:15 PM,68,812,686,634,573,,,,,,,,
3342,11/30/2020,Centennial Rd,W,Harquahala Valley Rd,B,127,4:45 AM,14,5:30 PM,15,71,77,66,127,,,,,,,,
3454,8/19/2020,Center St,N ,Griffin Ave,B ,1441,9:00 AM,189,4:15 PM,165,C,741,1165,472,,,,,,,,
3453,8/19/2020,Center St,N ,US 60,B ,1459,9:00 AM,189,4:15 PM,165,1212,1314,1233,1284,,,,,,,,
4771,8/25/2020,Central Ave,N ,Carefree Hwy,B ,347,11:15 AM,34,1:30 PM,32,305,264,283,260,,,,,,,,
4015,8/25/2020,Central Ave - Phoenix,S,Carefree Hwy,B,747,11:15 AM,73,2:00 PM,67,872,765,790,636,,,,,,,,
3612,7/13/2020,Chandler Heights Rd,E ,Cooper Rd,B ,8277,9:30 AM,590,4:15 PM,633,9367,10133,9558,8320,,,,,,,,
7080,1/14/2020,Chaparral Rd,E,SR 101,B,13476,8:15 AM,1565,5:00 PM,1300,8733,8400,8089,5090,,,,,,,,
8305,1/14/2020,Chaparral Rd,E,SR 101,E,6654,8:00 AM,874,2:45 PM,629,,,,,,,,,,,,
8306,1/14/2020,Chaparral Rd,E,SR 101,W,6822,8:30 AM,831,5:00 PM,976,,,,,,,,,,,,
7100,9/16/2020,Circle Mountain Rd,W,3rd Ave,B,115,11:00 AM,11,3:30 PM,16,242,173,109,137,,,,,,,,
3725,9/16/2020,Circle Mountain Rd,E ,New River Rd,B ,4130,7:30 AM,277,4:15 PM,391,4312,4166,4145,4275,,,,,,,,
4017,9/16/2020,Circle Mountain Rd,W ,New River Rd,B ,372,11:00 AM,31,1:15 PM,42,354,405,292,299,,,,,,,,
2894,6/17/2020,Citrus Rd,N ,Bethany Home Rd,B ,1945,10:00 AM,141,12:15 PM,138,1848,2097,2370,1799,,,,,,,,
7205,6/17/2020,Citrus Rd,N,Camelback Rd,B,2378,11:15 AM,213,12:30 PM,230,2292,3104,3255,2308,,,,,,,,
7206,6/22/2020,Citrus Rd,N,Glendale Ave,B,1569,10:00 AM,135,4:30 PM,131,2542,1485,1339,1368,,,,,,,,
7209,6/22/2020,Citrus Rd,N,Northern Ave,B,3630,10:30 AM,238,3:45 PM,309,5863,4283,4076,3601,,,,,,,,
7211,6/24/2020,Citrus Rd,N,Olive Ave,B,965,9:30 AM,77,3:45 PM,86,C,1536,1000,1489,,,,,,,,
3013,1/6/2020,Clair Dr,E,105th Ave,B,350,9:45 AM,39,3:45 PM,35,365,359,437,345,,,,,,,,
7087,9/2/2020,Cloud Rd,W,7th Ave,B,1324,11:15 AM,104,3:30 PM,101,1235,1274,1228,1098,,,,,,,,
3716,9/2/2020,Cloud Rd,E ,7th St,B ,1607,7:15 AM,120,2:45 PM,139,1639,1736,1845,1746,,,,,,,,
3718,9/2/2020,Cloud Rd,W ,7th St,B ,886,10:30 AM,72,3:30 PM,80,1004,1193,776,673,,,,,,,,
4346,9/2/2020,Cloud Rd,E ,16th St,B ,644,8:00 AM,60,5:15 PM,58,530,532,509,595,,,,,,,,
7089,9/2/2020,Cloud Rd,W,16th St,B,1098,7:45 AM,98,4:45 PM,97,1145,1186,1295,1116,,,,,,,,
4348,9/2/2020,Cloud Rd,E ,24th St,B ,446,7:15 AM,35,5:00 PM,46,410,355,495,382,,,,,,,,
7090,9/2/2020,Cloud Rd,W,24th St,B,616,8:00 AM,67,4:45 PM,51,510,491,488,638,,,,,,,,
7095,9/16/2020,Cloud Rd,E,Gavilan Peak Pkwy,B,4358,8:15 AM,320,4:15 PM,387,4884,4814,4748,4658,,,,,,,,
7049,2/26/2020,Conestoga Dr,N,Lindgren Ave,B,1622,11:00 AM,187,1:00 PM,176,1597,2175,4062,2715,,,,,,,,
7054,2/26/2020,Conestoga Dr,N,Union Hills Dr,B,893,11:15 AM,93,3:15 PM,104,1553,1373,2580,1867,,,,,,,,
4127,4/8/2020,Conquistador Dr,S ,Beardsley Rd,B ,704,11:15 AM,89,12:15 PM,74,1022,825,1086,886,,,,,,,,
4088,5/12/2020,Conquistador Dr,E ,R H Johnson Blvd,B ,1435,11:15 AM,162,12:15 PM,135,1557,1977,1981,2036,,,,,,,,
4288,7/29/2020,Coon Bluff Rd,N ,Bush Hwy,B ,487,8:15 AM,35,7:30 PM,68,238,802,259,271,,,,,,,,
4230,7/13/2020,Cooper Rd,S ,Chandler Heights Rd,B ,4260,8:15 AM,296,4:15 PM,326,5103,5294,5651,7064,,,,,,,,
7187,4/7/2020,Corral Dr,W,Tom Ryan Dr,B,663,11:15 AM,82,1:15 PM,73,896,1170,831,931,,,,,,,,
7212,6/24/2020,Cortessa Pkwy,N,Olive Ave,B,3151,7:00 AM,196,5:30 PM,251,3931,4355,4540,4418,,,,,,,,
7207,6/17/2020,Cotton Ln,N,Bethany Home Rd,B,1371,10:00 AM,103,1:30 PM,114,1141,1287,1306,935,,,,,,,,
2890,6/17/2020,Cotton Ln,N ,Camelback Rd,B ,1166,10:15 AM,130,12:45 PM,127,803,450,941,883,,,,,,,,
7208,6/22/2020,Cotton Ln,N,Glendale Ave,B,1335,10:00 AM,114,2:15 PM,117,C,1221,1100,1120,,,,,,,,
3806,,Cotton Ln,S,MC 85,B,C,,,,,8126,4599,5044,3360,,,,,,,,
2858,6/24/2020,Cotton Ln,N ,Northern Ave,B ,2611,10:15 AM,182,4:30 PM,191,2046,2777,3555,C,,,,,,,,
2891,6/24/2020,Cotton Ln,N,Olive Ave,B,6500,7:15 AM,378,5:30 PM,553,C,C,6824,6033,,,,,,,,
2857,6/24/2020,Cotton Ln,N ,Waddell Rd,B ,8159,11:00 AM,568,5:00 PM,746,8300,8427,8443,8958,,,,,,,,
7048,2/18/2020,Country Club Dr - Maricopa County,E,Lindgren Ave,B,934,11:15 AM,106,2:15 PM,90,643,879,771,669,,,,,,,,
3344,11/30/2020,Courthouse Rd,E,487th Ave,B,484,6:30 AM,48,5:00 PM,43,456,641,637,708,,,,,,,,
3341,11/30/2020,Courthouse Rd,E,Harquahala Valley Rd,B,402,6:30 AM,34,5:00 PM,42,403,499,517,804,,,,,,,,
3894,11/23/2020,Courthouse Rd,W,Salome Hwy,B,630,10:00 AM,48,4:00 PM,59,NC,756,387,877,,,,,,,,
7103,9/16/2020,Coyote Pass Rd,N,New River Rd,B,225,6:45 AM,18,3:45 PM,22,251,309,270,267,,,,,,,,
3672,5/13/2020,Crismon Rd,N ,Brown Rd,B ,2362,11:00 AM,174,4:15 PM,205,3089,1932,2403,2010,,,,,,,,
3671,5/13/2020,Crismon Rd,N ,University Dr,B ,2638,10:45 AM,175,1:45 PM,219,3795,3994,3694,3162,,,,,,,,
3443,8/19/2020,Crozier Rd,S ,Center St,B ,2431,8:00 AM,193,3:45 PM,195,2306,2073,2230,1740,,,,,,,,
7249,8/10/2020,Crozier Rd,N,Patton Rd,B,1297,11:00 AM,91,2:15 PM,122,283,1150,1077,990,,,,,,,,
3444,8/10/2020,Crozier Rd,S ,Patton Rd,B ,337,11:15 AM,26,1:30 PM,31,303,295,467,232,,,,,,,,
3638,1/13/2020,Curry Rd,E,Scottsdale Rd,E,6242,11:15 AM,350,5:00 PM,1022,6303,5596,5091,2815,,,,,,,,
3639,1/13/2020,Curry Rd,E ,Scottsdale Rd,W ,6503,8:00 AM,998,5:00 PM,403,6068,5136,2860,5219,,,,,,,,
4376,10/7/2020,Daisy Mountain Dr,S,Anthem Wy,N,3002,8:15 AM,220,3:15 PM,325,3451,4772,2883,3994,,,,,,,,
4377,10/7/2020,Daisy Mountain Dr,S ,Anthem Wy,S ,2683,7:45 AM,221,2:45 PM,236,3435,2910,2878,2933,,,,,,,,
4372,9/22/2020,Daisy Mountain Dr,E,Gavilan Peak Pkwy,E,7770,11:15 AM,449,5:00 PM,775,8809,9161,9215,9130,,,,,,,,
4373,9/22/2020,Daisy Mountain Dr,E ,Gavilan Peak Pkwy,W ,7223,7:15 AM,690,4:45 PM,547,8677,10600,11108,9101,,,,,,,,
7112,10/7/2020,Daisy Mountain Dr,N,Hastings Wy,N,3342,11:15 AM,244,3:30 PM,333,3759,3903,3769,5379,,,,,,,,
7113,10/7/2020,Daisy Mountain Dr,N,Hastings Wy,S,3524,7:45 AM,338,3:15 PM,309,3616,4915,3762,3706,,,,,,,,
4370,9/22/2020,Daisy Mountain Dr,E,I 17,E,7701,7:30 AM,508,5:00 PM,792,9339,10039,10018,10540,,,,,,,,
4371,9/22/2020,Daisy Mountain Dr,E,I 17,W,10020,7:15 AM,1082,3:00 PM,766,10432,10813,10940,10836,,,,,,,,
4375,9/23/2020,Daisy Mountain Dr,E,Meridian Dr,E,3894,11:00 AM,251,5:00 PM,360,3968,3872,4238,4321,,,,,,,,
4374,9/23/2020,Daisy Mountain Dr,E ,Meridian Dr,W ,3648,7:45 AM,309,12:15 PM,288,3915,3241,4623,4255,,,,,,,,
7106,9/23/2020,Daisy Mountain Dr,W,Meridian Dr,E,6729,7:45 AM,389,4:30 PM,653,7094,7695,7479,7426,,,,,,,,
7107,9/23/2020,Daisy Mountain Dr,W,Meridian Dr,W,6976,7:15 AM,635,3:00 PM,517,7135,7617,7916,7462,,,,,,,,
3192,12/9/2020,Dean Rd,N,MC 85,B,918,8:45 AM,67,3:15 PM,101,1191,2009,1047,1050,,,,,,,,
3264,12/9/2020,Dean Rd,S,MC 85,B,514,7:30 AM,37,2:45 PM,60,600,359,463,523,,,,,,,,
3193,12/9/2020,Dean Rd,N,Southern Ave,B,1870,7:00 AM,110,3:30 PM,226,2371,2102,2477,1854,,,,,,,,
4691,9/23/2020,Dedication Tr,N ,Daisy Mountain Dr,B ,4866,7:30 AM,329,4:30 PM,439,5391,11648,11590,6859,,,,,,,,
7129,10/28/2020,Dedication Tr,S,Memorial Dr,B,3174,7:15 AM,275,3:15 PM,313,3829,4449,4340,3754,,,,,,,,
4129,5/11/2020,Deer Valley Dr,E ,135th Ave,B ,5975,10:00 AM,543,12:30 PM,522,7196,5848,5925,7188,,,,,,,,
4114,5/11/2020,Deer Valley Dr,W ,135th Ave,B ,6471,10:00 AM,643,12:15 PM,627,7981,6639,9394,8182,,,,,,,,
4108,4/1/2020,Deer Valley Dr,E ,151st Ave,B ,2382,10:45 AM,287,12:15 PM,263,4724,4061,4814,4459,,,,,,,,
4109,4/1/2020,Deer Valley Dr,W ,151st Ave,B ,1140,11:15 AM,122,1:15 PM,115,1888,1972,1481,1547,,,,,,,,
4112,4/7/2020,Deer Valley Dr,E ,Tom Ryan Dr,B ,2638,11:15 AM,307,1:30 PM,278,4752,3606,4139,4744,,,,,,,,
4113,4/7/2020,Deer Valley Dr,W ,Tom Ryan Dr,B ,2153,10:00 AM,263,1:30 PM,228,3784,2925,5238,4239,,,,,,,,
7248,8/10/2020,Deer Valley Rd,E,195th Ave,B,295,10:45 AM,36,1:45 PM,29,219,1792,1995,1325,,,,,,,,
4908,2/26/2020,Del Webb Blvd,W,99th Ave,E,2633,11:15 AM,272,12:15 PM,260,2216,3581,1954,2835,,,,,,,,
4909,2/26/2020,Del Webb Blvd,W,99th Ave,W,2352,11:15 AM,220,12:30 PM,224,2908,3046,2263,1852,,,,,,,,
3076,2/24/2020,Del Webb Blvd,E,105th Ave,E,2254,11:00 AM,243,12:15 PM,264,2061,2515,2244,2948,,,,,,,,
3077,2/24/2020,Del Webb Blvd,E ,105th Ave,W ,2167,9:15 AM,202,12:15 PM,254,1750,2536,2084,1866,,,,,,,,
2987,2/24/2020,Del Webb Blvd,N,Bell Rd,N,6725,11:15 AM,613,12:15 PM,725,5556,6279,8544,6641,,,,,,,,
2990,2/24/2020,Del Webb Blvd,N ,Bell Rd,S ,4671,11:15 AM,423,12:15 PM,466,4609,5422,5332,3586,,,,,,,,
4181,2/24/2020,Del Webb Blvd,S,Bell Rd,B,15008,11:15 AM,1392,12:15 PM,1436,15921,15527,15210,14644,,,,,,,,
8263,2/24/2020,Del Webb Blvd,S,Bell Rd,N,7626,11:15 AM,735,2:00 PM,715,,,,,,,,,,,,
8264,2/24/2020,Del Webb Blvd,S,Bell Rd,S,7382,10:30 AM,686,12:15 PM,745,,,,,,,,,,,,
3079,2/24/2020,Del Webb Blvd,E,Boswell Blvd,E,2254,11:00 AM,243,12:15 PM,264,2280,3046,2382,2628,,,,,,,,
3080,2/24/2020,Del Webb Blvd,E ,Boswell Blvd,W ,2127,11:15 AM,236,2:45 PM,235,2029,3434,2285,1917,,,,,,,,
7042,2/12/2020,Del Webb Blvd,S,Burns Dr,N,7513,10:45 AM,751,12:15 PM,700,6684,6803,6703,6377,,,,,,,,
7043,2/12/2020,Del Webb Blvd,S,Burns Dr,S,7130,8:15 AM,634,12:30 PM,639,6655,6787,6445,4163,,,,,,,,
2946,1/27/2020,Del Webb Blvd,N,Grand Ave,N,10092,7:45 AM,899,12:30 PM,951,6610,7223,6640,8753,,,,,,,,
2947,1/27/2020,Del Webb Blvd,N ,Grand Ave,S ,12034,11:15 AM,1053,4:30 PM,1112,8272,9895,9505,11481,,,,,,,,
3061,,Del Webb Blvd,S,Hutton Dr,N,C,,,,,6805,9623,7176,6650,,,,,,,,
3062,2/12/2020,Del Webb Blvd,S ,Hutton Dr,S ,9303,9:30 AM,891,1:00 PM,969,6546,6745,6617,6144,,,,,,,,
2986,1/27/2020,Del Webb Blvd,N,Santa Fe Dr,N,6035,11:15 AM,530,12:15 PM,580,5882,5537,5876,6137,,,,,,,,
2985,1/27/2020,Del Webb Blvd,N ,Santa Fe Dr,S ,7027,11:15 AM,673,2:45 PM,630,6874,6732,7030,9411,,,,,,,,
3057,2/12/2020,Del Webb Blvd,N,Talisman Rd,N,6320,11:15 AM,628,12:15 PM,573,5759,6499,6925,4647,,,,,,,,
3058,2/12/2020,Del Webb Blvd,N ,Talisman Rd,S ,6572,9:30 AM,650,12:30 PM,608,6021,8938,6177,5593,,,,,,,,
3054,1/29/2020,Del Webb Blvd,N,Thunderbird Blvd,N,5429,9:45 AM,507,3:15 PM,476,5201,5318,5622,5734,,,,,,,,
3055,1/29/2020,Del Webb Blvd,N ,Thunderbird Blvd,S ,5434,9:30 AM,558,12:30 PM,476,5255,5425,7436,6434,,,,,,,,
3045,1/29/2020,Del Webb Blvd,S,Thunderbird Blvd - N,N,5429,9:45 AM,507,3:15 PM,476,5041,4958,5090,4224,,,,,,,,
